id,business_name,country,city,maps_profile,website_status,social,contact,owner,why_need_website,quality
372,Lunya Catalan Deli & Nuts,UK,"Liverpool, UK","https://maps.google.com/?q=Lunya+Catalan+Deli+&+Nuts+Liverpool,+UK",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @lunyacatalandel / FB: Lunya Catalan Deli & Nuts,General Inquiries | info@lunya.co.uk,Peter Kinsella (Co-Founder),your artisan Spanish Marcona almonds and Catalan dried figs would convert at a premium with our luxury digital storefront.,High
373,Brindisa Spanish Gourmet Nuts,UK,"Borough Market, London","https://maps.google.com/?q=Brindisa+Spanish+Gourmet+Nuts+Borough+Market,+London",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @brindisaspanish / FB: Brindisa Spanish Gourmet Nuts,General Inquiries | homedelivery@brindisa.com,Monika Linton (Founder),"your salted Marcona almonds, toasted hazelnuts, and dried persimmons deserve an ultra-luxurious direct-to-consumer store.",High
374,Mevalia Gourmet Foods,UK,"Birmingham, UK","https://maps.google.com/?q=Mevalia+Gourmet+Foods+Birmingham,+UK",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @mevaliagourmetf / FB: Mevalia Gourmet Foods,General Inquiries | info@mevalia.co.uk,Paul Richardson (Director),your specialty diet dried fruits and seed crackers would drive higher recurring subscriptions on a modern Next.js platform.,High
375,Planet Organic UK,UK,"London, UK","https://maps.google.com/?q=Planet+Organic+UK+London,+UK",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @planetorganicuk / FB: Planet Organic UK,General Inquiries | info@planetorganic.com,Renée Elliott (Founder),the UK's first organic supermarket could capture higher margins on raw bulk nuts and dried fruits with our turnkey subscription portal.,High
376,Whole Foods Market UK,UK,"Kensington, London","https://maps.google.com/?q=Whole+Foods+Market+UK+Kensington,+London",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @wholefoodsmarke / FB: Whole Foods Market UK,General Inquiries | uk.customerservice@wholefoods.com,UK Executive Team,your flagship Kensington store draws gourmet shoppers; our interactive custom gift box builder would supercharge corporate orders.,High
377,Neal's Yard Remedies Superfoods,UK,"Covent Garden, London","https://maps.google.com/?q=Neal's+Yard+Remedies+Superfoods+Covent+Garden,+London",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @nealsyardremedi / FB: Neal's Yard Remedies Superfoods,General Inquiries | advice@nealsyardremedies.com,Anabel Kindersley (Co-Owner),"your organic pumpkin seeds, flax seeds, and functional dried berries deserve a modern, high-converting digital storefront.",High
378,Pukka Herbs Functional Seeds,UK,"Keynsham, Bristol","https://maps.google.com/?q=Pukka+Herbs+Functional+Seeds+Keynsham,+Bristol",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @pukkaherbsfunct / FB: Pukka Herbs Functional Seeds,General Inquiries | info@pukkaherbs.com,Sebastian Pole (Co-Founder),your organic wellness blends and seed preparations would benefit from an automated monthly recurring subscription engine.,High
379,Bumbles Gourmet Hampers,UK,"Dundee, Scotland","https://maps.google.com/?q=Bumbles+Gourmet+Hampers+Dundee,+Scotland",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @bumblesgourmeth / FB: Bumbles Gourmet Hampers,General Inquiries | info@bumblesonline.co.uk,David Stewart (Owner),your Scottish artisan food hampers and dried berry selections would achieve higher corporate sales with our custom box builder.,High
380,Ballycross Apple Farm & Dried Fruit,Ireland,"Bridgetown, Wexford","https://maps.google.com/?q=Ballycross+Apple+Farm+&+Dried+Fruit+Bridgetown,+Wexford",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @ballycrossapple / FB: Ballycross Apple Farm & Dried Fruit,General Inquiries | info@ballycross.com,Arnold Von Engelbrechten (Owner),your orchard dried fruits and artisanal farm juices deserve an elevated digital storefront with nationwide shipping.,High
381,The Scullery Gourmet Hampers,Ireland,"Nenagh, Tipperary","https://maps.google.com/?q=The+Scullery+Gourmet+Hampers+Nenagh,+Tipperary",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @thescullerygour / FB: The Scullery Gourmet Hampers,General Inquiries | info@thescullery.ie,Florrie Purcell (Founder),"your handmade Irish preserves, spiced nuts, and holiday hampers would convert higher with an automated gift customizer.",High
382,Sheridans Cheesemongers & Nut Hampers,Ireland,"Kells, Meath","https://maps.google.com/?q=Sheridans+Cheesemongers+&+Nut+Hampers+Kells,+Meath",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @sheridanscheese / FB: Sheridans Cheesemongers & Nut Hampers,General Inquiries | info@sheridanscheesemongers.com,Kevin Sheridan (Co-Founder),Ireland's premier cheesemongers would see higher festive cart values with an interactive dried fruit and nut pairing configurator.,High
383,Alnatura Bio,Germany,"Darmstadt, Germany","https://maps.google.com/?q=Alnatura+Bio+Darmstadt,+Germany",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @alnaturabio / FB: Alnatura Bio,General Inquiries | kontakt@alnatura.de,Götz Rehn (Founder),"your organic Medjool dates, dried cranberries, and nut mixes deserve an ultra-luxurious DTC storefront.",High
384,dmBio Snacks & Nuts,Germany,"Karlsruhe, Germany","https://maps.google.com/?q=dmBio+Snacks+&+Nuts+Karlsruhe,+Germany",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @dmbiosnacksnuts / FB: dmBio Snacks & Nuts,General Inquiries | servicecenter@dm.de,Christoph Werner (CEO),your organic snack seeds and dried fruit selections would convert higher with an automated gift box builder.,High
385,Byodo Naturkost,Germany,"Mühldorf, Germany","https://maps.google.com/?q=Byodo+Naturkost+Mühldorf,+Germany",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @byodonaturkost / FB: Byodo Naturkost,General Inquiries | info@byodo.de,Michael Moßbacher (Founder),"your 100% organic snack wafers, seeds, and oils deserve an elevated direct-to-consumer store.",High
386,Dr. Goerg Premium Coconut & Nuts,Germany,"Montabaur, Germany","https://maps.google.com/?q=Dr.+Goerg+Premium+Coconut+&+Nuts+Montabaur,+Germany",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @drgoergpremiumc / FB: Dr. Goerg Premium Coconut & Nuts,General Inquiries | info@drgoerg.com,Manfred Görg (Founder),your organic raw coconut flakes and roasted snack treats would drive higher subscriptions on an ultra-fast store.,High
387,Govinda Natur,Germany,"Neustadt, Germany","https://maps.google.com/?q=Govinda+Natur+Neustadt,+Germany",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @govindanatur / FB: Govinda Natur,General Inquiries | info@govinda-natur.de,Doris Maiwald (Founder),"your sun-dried fruit balls, organic tiger nuts, and raw seeds deserve a modern, high-converting digital storefront.",High
388,Arche Naturküche,Germany,"Hilden, Germany","https://maps.google.com/?q=Arche+Naturküche+Hilden,+Germany",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @archenaturkche / FB: Arche Naturküche,General Inquiries | info@arche-naturkueche.de,Stefan Hipp (Managing Director),your organic macrobiotic dried fruits and specialty seeds would shine on our turnkey luxury storefront.,High
389,Bohlsener Mühle,Germany,"Bohlsen, Germany","https://maps.google.com/?q=Bohlsener+Mühle+Bohlsen,+Germany",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @bohlsenermhle / FB: Bohlsener Mühle,General Inquiries | info@bohlsener-muehle.de,Mathias Krause (Managing Director),your organic ancient grain and dried fruit snack biscuits would see higher conversion with custom gift bundling.,High
390,Zotter Schokolade & Nüsse,Austria,"Riegersburg, Austria","https://maps.google.com/?q=Zotter+Schokolade+&+Nüsse+Riegersburg,+Austria",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @zotterschokolad / FB: Zotter Schokolade & Nüsse,General Inquiries | schokolade@zotter.at,Josef Zotter (Founder),your hand-scooped chocolate-coated nuts and dried fruit confectionery deserve an editorial luxury e-commerce experience.,High
391,Bio Zentrale,Germany,"Ulfen, Germany","https://maps.google.com/?q=Bio+Zentrale+Ulfen,+Germany",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @biozentrale / FB: Bio Zentrale,General Inquiries | info@biozentrale.de,Dirk Woywod (Managing Director),"your organic dried apricots, walnuts, and snack mixes would benefit from our turnkey B2B and DTC ordering portal.",High
392,Allos Hof-Manufaktur,Germany,"Bremen, Germany","https://maps.google.com/?q=Allos+Hof-Manufaktur+Bremen,+Germany",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @alloshofmanufak / FB: Allos Hof-Manufaktur,General Inquiries | info@allos.de,Evert Vermeer (Managing Director),"your organic Amaranth seed bars, dried fruit bars, and nut spreads deserve a clean, modern digital boutique.",High
393,Sonnentor Kräuter & Früchte,Austria,"Zwettl, Austria","https://maps.google.com/?q=Sonnentor+Kräuter+&+Früchte+Zwettl,+Austria",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @sonnentorkruter / FB: Sonnentor Kräuter & Früchte,General Inquiries | office@sonnentor.at,Johannes Gutmann (Founder),"your organic dried fruit teas, crunchy snack berries, and seeds deserve an ultra-luxurious e-commerce showcase.",High
394,Vivani Bio Schokolade & Nüsse,Germany,"Herford, Germany","https://maps.google.com/?q=Vivani+Bio+Schokolade+&+Nüsse+Herford,+Germany",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @vivanibioschoko / FB: Vivani Bio Schokolade & Nüsse,General Inquiries | info@vivani.de,Gerrit Wesselink (Managing Director),your organic dark chocolate roasted almonds and dried fruit bars would convert higher with custom gift packaging.,High
395,Davert Bio,Germany,"Ascheberg, Germany","https://maps.google.com/?q=Davert+Bio+Ascheberg,+Germany",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @davertbio / FB: Davert Bio,General Inquiries | info@davert.de,Erk Schuchhardt (Managing Director),"your organic superfood chia seeds, goji berries, and roasted nuts would achieve higher retention with automated monthly pantry replenishment.",High
396,Venchi 1878,Italy,"Castelletto Stura, Cuneo","https://maps.google.com/?q=Venchi+1878+Castelletto+Stura,+Cuneo",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @venchi1878 / FB: Venchi 1878,General Inquiries | customercare@venchi.com,Daniele Ferrero (CEO),"your world-famous Chocoviar, Piedmont hazelnut nougat, and pistachio gift tins deserve a high-speed Next.js digital boutique.",High
397,Domori Fine Cacao & Nuts,Italy,"None, Turin, Italy","https://maps.google.com/?q=Domori+Fine+Cacao+&+Nuts+None,+Turin,+Italy",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @domorifinecacao / FB: Domori Fine Cacao & Nuts,General Inquiries | info@domori.com,Andrea Macchione (CEO),your single-origin chocolates with Bronte pistachios and Piedmont hazelnuts deserve an editorial luxury storefront.,High
398,Guido Gobino Artisanal Hazelnuts,Italy,"Turin, Italy","https://maps.google.com/?q=Guido+Gobino+Artisanal+Hazelnuts+Turin,+Italy",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @guidogobinoarti / FB: Guido Gobino Artisanal Hazelnuts,General Inquiries | info@guidogobino.it,Guido Gobino (Founder),your Turin Giandujotto and sea-salt roasted Piedmont hazelnut treats would convert higher with an interactive custom tin builder.,High
399,Caffarel Piemonte Hazelnuts,Italy,"Luserna San Giovanni, Italy","https://maps.google.com/?q=Caffarel+Piemonte+Hazelnuts+Luserna+San+Giovanni,+Italy",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @caffarelpiemont / FB: Caffarel Piemonte Hazelnuts,General Inquiries | info@caffarel.com,Benedetto Vigna (Director),"inventor of Gianduja using IGP Piedmont Hazelnuts, your heritage deserves a high-converting digital storefront.",High
400,Pastiglie Leone 1857,Italy,"Collegno, Turin, Italy","https://maps.google.com/?q=Pastiglie+Leone+1857+Collegno,+Turin,+Italy",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @pastiglieleone1 / FB: Pastiglie Leone 1857,General Inquiries | info@pastiglieleone.com,Michela Petronio (President),your vintage-designed tin boxes with chocolate-coated nuts and dried fruit pastilles would excel with custom gift box composers.,High
401,Bodrato Cioccolato,Italy,"Capriata d'Orba, Italy","https://maps.google.com/?q=Bodrato+Cioccolato+Capriata+d'Orba,+Italy",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @bodratocioccola / FB: Bodrato Cioccolato,General Inquiries | info@bodratocioccolato.it,Fabio Bergaglio (Owner),your hand-dipped Piedmont hazelnuts and boeri cherry chocolates deserve an ultra-luxurious direct-to-consumer store.,High
402,Giraudi Cioccolato Artigianale,Italy,"Castellazzo Bormida, Italy","https://maps.google.com/?q=Giraudi+Cioccolato+Artigianale+Castellazzo+Bormida,+Italy",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @giraudicioccola / FB: Giraudi Cioccolato Artigianale,General Inquiries | info@giraudi.it,Giacomo Boidi (Master Chocolatier),your hand-crafted hazelnut spreads and roasted almond dragées would thrive on our high-converting luxury storefront.,High
403,Torrons Vicens,Spain,"Agramunt, Lleida, Spain","https://maps.google.com/?q=Torrons+Vicens+Agramunt,+Lleida,+Spain",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @torronsvicens / FB: Torrons Vicens,General Inquiries | info@vicens.com,Ángel Velasco (Owner),"crafting artisanal Marcona almond turrón since 1775, your festive hampers would see higher average order values with custom tin builders.",High
404,El Almendro,Spain,"Madrid, Spain","https://maps.google.com/?q=El+Almendro+Madrid,+Spain",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @elalmendro / FB: El Almendro,General Inquiries | info@elalmendro.com,María Sánchez (Brand Director),"synonymous with Spanish holiday almonds, an interactive custom gift tin builder would supercharge international corporate gifting.",High
405,Turrones Picó,Spain,"Jijona, Alicante, Spain","https://maps.google.com/?q=Turrones+Picó+Jijona,+Alicante,+Spain",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @turronespic / FB: Turrones Picó,General Inquiries | pico@turronpico.com,Antonio Picó (Managing Director),your handcrafted Jijona and Alicante Marcona almond turrón would convert higher with express one-click international checkout.,High
406,Casa Mira Turrones,Madrid,"Madrid, Spain","https://maps.google.com/?q=Casa+Mira+Turrones+Madrid,+Spain",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @casamiraturrone / FB: Casa Mira Turrones,General Inquiries | info@casamira.es,Carlos Méndez (Owner),Madrid's oldest artisan turrón maker (est. 1842) deserves a museum-grade digital boutique with year-round gourmet gifting options.,High
407,Frutos Secos Medina,Spain,"Móstoles, Madrid, Spain","https://maps.google.com/?q=Frutos+Secos+Medina+Móstoles,+Madrid,+Spain",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @frutossecosmedi / FB: Frutos Secos Medina,General Inquiries | info@frutossecosmedina.com,Antonio Medina (CEO),"your raw and roasted nuts, dried fruits, and organic seeds would capture higher retail margins with our turnkey direct cart.",High
408,Finca La Rosala,Spain,"Calzada de Calatrava, Spain","https://maps.google.com/?q=Finca+La+Rosala+Calzada+de+Calatrava,+Spain",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @fincalarosala / FB: Finca La Rosala,General Inquiries | info@fincalarosala.com,Pedro Ciudad (Founder),"your wood-roasted artisanal nuts with truffle, rosemary, and lime would convert at a premium with customized gift boxes.",High
409,Maison Cruzilles,France,"Clermont-Ferrand, France","https://maps.google.com/?q=Maison+Cruzilles+Clermont-Ferrand,+France",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @maisoncruzilles / FB: Maison Cruzilles,General Inquiries | info@cruzilles.fr,Jean-Marie Cruzilles (President),"master confiseur of glazed fruits, citrus peels, and fruit pastes since 1880, your online store would thrive on our luxury platform.",High
410,Lilamand Confiseur,France,"Saint-Rémy-de-Provence, France","https://maps.google.com/?q=Lilamand+Confiseur+Saint-Rémy-de-Provence,+France",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @lilamandconfise / FB: Lilamand Confiseur,General Inquiries | info@lilamand.com,Pierre Lilamand (5th Gen Owner),"your five generations of candied melons, figs, and Provencal fruit delicacies deserve an ultra-luxurious digital boutique.",High
411,Maison du Pruneau,France,"Lafitte-sur-Lot, France","https://maps.google.com/?q=Maison+du+Pruneau+Lafitte-sur-Lot,+France",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @maisondupruneau / FB: Maison du Pruneau,General Inquiries | contact@maisondupruneau.com,Patrick Vigneau (Owner),your hand-selected Agen prunes stuffed with prune cream and coated in dark chocolate would achieve higher orders with custom hampers.,High
412,Lou Prunel Bio,France,"Sainte-Livrade-sur-Lot, France","https://maps.google.com/?q=Lou+Prunel+Bio+Sainte-Livrade-sur-Lot,+France",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @louprunelbio / FB: Lou Prunel Bio,General Inquiries | contact@louprunel.com,Thierry Herbeaux (Director),"your 100% organic IGP Agen dried prunes and fruit compotes deserve a modern, high-speed French and English digital storefront.",High
413,Askada Farm Organic Kimi Figs,Greece,"Kimi, Evia, Greece","https://maps.google.com/?q=Askada+Farm+Organic+Kimi+Figs+Kimi,+Evia,+Greece",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @askadafarmorgan / FB: Askada Farm Organic Kimi Figs,General Inquiries | info@askada.gr,Stathis Papanastasiou (Founder),"your PDO sun-dried organic Kimi figs and fig spreads deserve an editorial, Greek-island-inspired luxury web store.",High
414,Chocodate by Notions Group,UAE,"Dubai, UAE","https://maps.google.com/?q=Chocodate+by+Notions+Group+Dubai,+UAE",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @chocodatebynoti / FB: Chocodate by Notions Group,General Inquiries | info@notionsgroup.com,Fawaz Masri (CEO),the original Arabian date stuffed with golden almond and draped in European chocolate deserves an ultra-luxurious e-commerce showcase.,High
415,Hunter Foods Gourmet Snacks,UAE,"JAFZA, Dubai, UAE","https://maps.google.com/?q=Hunter+Foods+Gourmet+Snacks+JAFZA,+Dubai,+UAE",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @hunterfoodsgour / FB: Hunter Foods Gourmet Snacks,General Inquiries | info@hunterfoods.com,Ananya Narayan (Managing Director),your hand-cooked superfood seed snacks and roasted nut pouches would see higher conversion with automated subscription delivery.,High
416,Al Douri Food Industries,UAE,"Sharjah, UAE","https://maps.google.com/?q=Al+Douri+Food+Industries+Sharjah,+UAE",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @aldourifoodindu / FB: Al Douri Food Industries,General Inquiries | info@aldouri.com,Ziad Al-Douri (Chairman),"your premium roasted nuts, Syrian dried fruits, and festive gifting baskets deserve a high-speed, modern Next.js store.",High
417,House of Pops Healthy Snacks,UAE,"Dubai, UAE","https://maps.google.com/?q=House+of+Pops+Healthy+Snacks+Dubai,+UAE",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @houseofpopsheal / FB: House of Pops Healthy Snacks,General Inquiries | info@houseofpops.ae,Mazen Kanaan (Co-Founder),"your 100% natural, fruit & nut plant-based snacking line would achieve higher customer retention with automated recurring subscriptions.",High
418,Munchbox Healthy Snacks,UAE,"Dubai, UAE","https://maps.google.com/?q=Munchbox+Healthy+Snacks+Dubai,+UAE",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @munchboxhealthy / FB: Munchbox Healthy Snacks,General Inquiries | info@munchbox.ae,Mahmoud Adham (Founder),your roasted nut snack packs and dried berries would drive higher corporate pantry orders with our turnkey multi-user ordering portal.,High
419,Freakin' Healthy,UAE,"Dubai, UAE","https://maps.google.com/?q=Freakin'+Healthy+Dubai,+UAE",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @freakinhealthy / FB: Freakin' Healthy,General Inquiries | info@freakinhealthy.com,Roy Koyess (Founder),"your clean-label raw nut bars, almond butter bites, and dried fruit snacks deserve an elevated, instant-checkout digital storefront.",High
420,Royal Roastery Jordan,Jordan,"Amman, Jordan","https://maps.google.com/?q=Royal+Roastery+Jordan+Amman,+Jordan",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @royalroasteryjo / FB: Royal Roastery Jordan,General Inquiries | info@royalroastery.com,Hani Al-Qawasmi (General Manager),"your freshly roasted Jordanian nuts, salted pistachios, and dried figs deserve an ultra-luxurious digital boutique with international checkout.",High
421,Al Ameed Roasted Nuts,Jordan,"Amman, Jordan","https://maps.google.com/?q=Al+Ameed+Roasted+Nuts+Amman,+Jordan",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @alameedroastedn / FB: Al Ameed Roasted Nuts,General Inquiries | info@alameedcoffee.com,Basel Al-Dahleh (Managing Director),your premium roasted nuts and artisan blends would see higher international sales with our turnkey multilingual e-commerce store.,High
422,Abu Auf Gourmet Nuts & Fruits,Egypt,"Cairo, Egypt","https://maps.google.com/?q=Abu+Auf+Gourmet+Nuts+&+Fruits+Cairo,+Egypt",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @abuaufgourmetnu / FB: Abu Auf Gourmet Nuts & Fruits,General Inquiries | customercare@abu-auf.com,Ahmed Auf (CEO),Egypt's premier healthy food and gourmet nut boutique chain would achieve higher online reach with custom corporate gift tin builders.,High
423,Linah Farms Organic Dates,Egypt,"Bahariya Oasis, Egypt","https://maps.google.com/?q=Linah+Farms+Organic+Dates+Bahariya+Oasis,+Egypt",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @linahfarmsorgan / FB: Linah Farms Organic Dates,General Inquiries | info@linahfarms.com,Amr Radwan (Managing Director),your organic Bahariya Oasis Medjool dates would command higher margins with our turnkey direct-to-consumer luxury store.,High
424,Barari Organic Dates & Nuts,UAE,"Sharjah, UAE","https://maps.google.com/?q=Barari+Organic+Dates+&+Nuts+Sharjah,+UAE",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @barariorganicda / FB: Barari Organic Dates & Nuts,General Inquiries | info@bararigroup.com,Seyed Mohammad (Director),"your extensive distribution of Persian saffron, Iranian pistachios, and Medjool dates would benefit from our automated corporate gifting builder.",High
425,Torere Macadamias NZ,New Zealand,"Opotiki, Bay of Plenty","https://maps.google.com/?q=Torere+Macadamias+NZ+Opotiki,+Bay+of+Plenty",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @toreremacadamia / FB: Torere Macadamias NZ,General Inquiries | info@toreremacadamias.co.nz,Vanessa Hayes (Founder),"your organically certified, New Zealand-grown macadamias and roasted nut oils deserve an ultra-luxurious digital boutique.",High
426,Mother Earth New Zealand,New Zealand,"Auckland, New Zealand","https://maps.google.com/?q=Mother+Earth+New+Zealand+Auckland,+New+Zealand",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @motherearthnewz / FB: Mother Earth New Zealand,General Inquiries | info@motherearth.co.nz,Mike Cullen (Managing Director),"your roasted whole nuts, peanut butters, and dried fruit trail mixes would thrive on our high-speed Next.js digital storefront.",High
427,Tasti Products,New Zealand,"Te Atatu Peninsula, Auckland","https://maps.google.com/?q=Tasti+Products+Te+Atatu+Peninsula,+Auckland",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @tastiproducts / FB: Tasti Products,General Inquiries | info@tasti.co.nz,Simon Hall (Executive Chairman),"crafting nut bars and dried fruit snacks since 1932, your DTC consumer store would convert higher with automated snack subscriptions.",High
428,Healtheries Superfood Seeds,New Zealand,"Auckland, New Zealand","https://maps.google.com/?q=Healtheries+Superfood+Seeds+Auckland,+New+Zealand",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @healtheriessupe / FB: Healtheries Superfood Seeds,General Inquiries | info@healtheries.co.nz,Rachel Morrison (Brand Director),"your functional chia seeds, flax seeds, and dried fruit snacks would drive higher recurring consumer revenue with our subscription engine.",High
429,Ceres Organics,New Zealand,"Mount Wellington, Auckland","https://maps.google.com/?q=Ceres+Organics+Mount+Wellington,+Auckland",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @ceresorganics / FB: Ceres Organics,General Inquiries | info@ceres.co.nz,Noel Josephson (Director),Australasia's first certified organic distributor would see higher DTC margins on raw nuts and dried fruits with our turnkey store.,High
430,Chantal Organics,New Zealand,"Napier, Hawke's Bay","https://maps.google.com/?q=Chantal+Organics+Napier,+Hawke's+Bay",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @chantalorganics / FB: Chantal Organics,General Inquiries | info@chantalorganics.co.nz,Florian Leuschner (CEO),"your Hawke's Bay organic nut spreads and dried orchard fruits deserve an ultra-luxurious, minimalist digital storefront.",High
431,Kakadu Plum Co,Australia,"Melbourne, VIC","https://maps.google.com/?q=Kakadu+Plum+Co+Melbourne,+VIC",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @kakaduplumco / FB: Kakadu Plum Co,General Inquiries | hello@kakaduplumco.com,Tali Brash (Founder),"celebrating native Australian wild-harvested Kakadu plums, dried berries, and seeds, your cultural story deserves an editorial luxury storefront.",High
432,Byron Bay Macadamia Muesli,Australia,"Byron Bay, NSW","https://maps.google.com/?q=Byron+Bay+Macadamia+Muesli+Byron+Bay,+NSW",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @byronbaymacadam / FB: Byron Bay Macadamia Muesli,General Inquiries | info@byronbaymuesli.com.au,Garry Wall (Founder),your handcrafted macadamia nut mueslis and roasted seed clusters would convert higher with our build-a-breakfast box composer.,High
433,Nutty Gritties,India,"New Delhi, India","https://maps.google.com/?q=Nutty+Gritties+New+Delhi,+India",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @nuttygritties / FB: Nutty Gritties,General Inquiries | care@nuttygritties.com,Dinika Bhatia (Founder),"your artisanal flavored nuts and corporate festive dry fruit gift hampers deserve a high-converting, lightning-fast storefront with instant UPI checkout.",High
434,Open Secret,India,"Mumbai, India","https://maps.google.com/?q=Open+Secret+Mumbai,+India",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @opensecret / FB: Open Secret,General Inquiries | care@opensecret.in,Ahana Gautam (Co-Founder),your un-junked nut snacks and holiday dry fruit gift boxes would thrive on a custom luxury storefront designed for high conversion.,High
435,Chitale Bandhu Mithai & Dry Fruits,India,"Pune, Maharashtra","https://maps.google.com/?q=Chitale+Bandhu+Mithai+&+Dry+Fruits+Pune,+Maharashtra",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @chitalebandhumi / FB: Chitale Bandhu Mithai & Dry Fruits,General Inquiries | care@chitalebandhu.in,Indraneel Chitale (Partner),"your iconic Pune confectionery, roasted dry fruits, and festive gift boxes would see higher nationwide reach with custom box builders.",High
436,Eat Anytime Healthy Snacks,India,"Mumbai, Maharashtra","https://maps.google.com/?q=Eat+Anytime+Healthy+Snacks+Mumbai,+Maharashtra",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @eatanytimehealt / FB: Eat Anytime Healthy Snacks,General Inquiries | support@eatanytime.in,Rishit Sanghvi (Founder),"your energy nut bars, trail mixes, and dried berry pouches would drive higher repeat orders with automated monthly subscriptions.",High
437,Greenbrrew Gourmet Snacks,India,"New Delhi, India","https://maps.google.com/?q=Greenbrrew+Gourmet+Snacks+New+Delhi,+India",Traditional web shop lacking an interactive custom gift tin builder and modern mobile checkout,IG: @greenbrrewgourm / FB: Greenbrrew Gourmet Snacks,General Inquiries | support@greenbrrew.com,Aditya Goel (Founder),your roasted seed mixes and gourmet wellness snacks would achieve higher average order value with custom corporate gift bundles.,High
