id,business_name,country,city,maps_profile,website_status,social,contact,owner,why_need_website,quality
81,Golden Oasis Dates Trading,UAE,Ras Al Khaimah,https://maps.google.com/?q=Golden+Oasis+Dates+RAK,Outdated 1-page HTML site,IG: @goldenoasis_rak,+971 7 233 4411 | goldenoasisrak@gmail.com,Khalid Al-Shehhi (Owner),Local RAK dates farm shop. Outdated HTML site has no e-commerce backend.,High
82,Al-Diwan Date Boutique,UAE,Downtown Dubai,https://maps.google.com/?q=Al+Diwan+Date+Boutique+Dubai,No e-commerce site (Instagram orders only),IG: @aldiwan_dates_dubai,+971 4 456 1122 | concierge@aldiwandates.ae,Sheikha Al-Maktoum (Brand Manager),"High-end luxury date gift box store. Selling exclusively via Instagram DMs, needs luxury web storefront.",High
83,Al-Zaeem Roastery & Dry Fruits,UAE,Ajman,https://maps.google.com/?q=Al+Zaeem+Roastery+Ajman,No website (Google Maps Profile),FB: AlZaeemRoasteryAjman,+971 6 744 3388 | alzaeemajman@gmail.com,Zaeem Al-Hashimi (Owner),Fresh roaster of Lebanese style nuts & seeds in Ajman.,Medium
84,Pearl of the Desert Dates,UAE,Sharjah City Center,https://maps.google.com/?q=Pearl+of+the+Desert+Dates+Sharjah,Outdated WIX site (Broken SSL),IG: @pearldesertdates_shj,+971 6 539 8811 | pearldesertdates@gmail.com,Marwan Al-Zarooni (Owner),Store front selling premium Kholas & Sukkari dates. WIX site has SSL security issues.,High
85,Al-Bustan Dates & Organic Nuts,UAE,"Al Barsha, Dubai",https://maps.google.com/?q=Al+Bustan+Dates+Al+Barsha+Dubai,No website (WhatsApp order link only),IG: @albustan_dates_barsha,+971 4 399 2266 | albustandatesdxb@gmail.com,Tariq Al-Ghurair (Manager),Located in Al Barsha near Mall of Emirates. Needs instant e-commerce store for hotel & resident delivery.,High
86,Bait Al-Tamoorm Dates Store,UAE,"Al Karama, Dubai",https://maps.google.com/?q=Bait+Al+Tamoorm+Karama+Dubai,No website (Google Maps profile),FB: BaitAlTamoormKarama,+971 4 337 5599 | baitaltamoorm@gmail.com,Rashid Al-Falasi (Owner),Popular Karama neighborhood date & nut store. Relying purely on walk-in traffic.,High
87,Khair Al-Nakhil Organic Dates,Saudi Arabia,Madinah,https://maps.google.com/?q=Khair+Al+Nakhil+Madinah+Saudi,No website (WhatsApp order catalog & IG),IG: @khair_alnakhil_madinah,+966 54 246 0828 | khairnakhil@gmail.com,Sheikh Abdulrahman Al-Madani (Owner),Famous date farm store near Madinah Haram. Takes hundreds of international pilgrim orders via WhatsApp manually.,High
88,Sulemaniyah Gourmet Date & Nut Market,Saudi Arabia,"Sulemaniyah, Riyadh",https://maps.google.com/?q=Sulemaniyah+Date+Nut+Market+Riyadh,No website (Google Business Profile),IG: @sulemaniyah_dates_riyadh,+966 11 465 8822 | sulemaniyahdates@gmail.com,Fahad Al-Subaie (Managing Director),Top destination in Riyadh for Sukkari dates & premium roasted nuts. No online shop.,High
89,Al-Balad Heritage Date & Spice Store,Saudi Arabia,"Al-Balad, Jeddah",https://maps.google.com/?q=Al+Balad+Date+Store+Jeddah,Outdated static catalog site,FB: AlBaladDatesJeddah,+966 12 647 3311 | baladdatesjeddah@gmail.com,Yasser Al-Ghamdi (Owner),Historic shop in Jeddah Al-Balad. Site has no e-commerce engine or cart system.,High
90,Al-Nakhla Al-Zahabiya Dates,Saudi Arabia,Al Qassim / Buraidah,https://maps.google.com/?q=Al+Nakhla+Al+Zahabiya+Buraidah,No website (Instagram store page),IG: @nakhla_zahabiya_qassim,+966 50 514 9988 | nakhlazahabiya@gmail.com,Saleh Al-Tuwaijri (Owner),"Direct date producer in Qassim (Date capital of Saudi). Sells via IG DMs, needs proper e-commerce.",High
91,Al-Ahsa Palm Dates & Sweets,Saudi Arabia,Al-Ahsa,https://maps.google.com/?q=Al+Ahsa+Palm+Dates+Saudi,Outdated site with broken order form,FB: AlAhsaDatesSaudi,+966 13 582 4477 | alahsadates@gmail.com,Abdullah Al-Khatib (Owner),Famous for Khlas dates from Al-Ahsa Oasis. Order form on current site returns server errors.,High
92,Royal Roastery & Nut Traders,Saudi Arabia,Dammam,https://maps.google.com/?q=Royal+Roastery+Dammam+Saudi,No website (Google Maps profile),IG: @royal_roastery_dammam,+966 13 834 5599 | royalroasterydammam@gmail.com,Bandar Al-Otaibi (Owner),High volume nut roaster in Eastern Province. Needs custom online ordering for corporate gifts.,High
93,Quba Dates & Souvenirs Market,Saudi Arabia,Madinah,https://maps.google.com/?q=Quba+Dates+Market+Madinah,No website (WhatsApp order catalog),FB: QubaDatesMadinah,+966 56 789 2211 | qubadatesmadinah@gmail.com,Ibrahim Al-Husseini (Manager),Located near Quba Mosque. Huge demand from Umrah pilgrims wanting online re-orders.,High
94,Al-Olaya Date & Luxury Snack Boutique,Saudi Arabia,"Al-Olaya, Riyadh",https://maps.google.com/?q=Al+Olaya+Date+Boutique+Riyadh,No website (Instagram DM sales),IG: @olaya_date_boutique,+966 11 217 6633 | info@olayadates.sa,Noura Al-Saud (Brand Director),Luxury date shop in financial district of Riyadh. Manually managing VIP client orders via WhatsApp.,High
95,Dattel & Nuss Haus Berlin,Germany,"Neukölln, Berlin",https://maps.google.com/?q=Dattel+Nuss+Haus+Berlin,No website (Google Business Profile & IG),IG: @dattelnuss_berlin,+49 30 6273 8844 | dattelnussberlin@gmail.com,Mehmet Yilmaz (Owner),"Popular Berlin store for organic dates, roasted almonds & pistachios. No online shop.",High
96,Frankfurt Trockenfrüchte & Nüsse,Germany,Frankfurt am Main,https://maps.google.com/?q=Frankfurt+Trockenfruechte+Frankfurt,Outdated German site (No SSL / No cart),FB: FrankfurtTrockenfruechte,+49 69 2992 4411 | info@frankfurttrockenfruechte.de,Stefan Becker (Co-Owner),Speciality store in Frankfurt city center. Outdated site lacks mobile checkout & SSL security.,High
97,Orient Datteln & Feinkost,Germany,Munich,https://maps.google.com/?q=Orient+Datteln+Munich,No website (Instagram order page),IG: @orientdatteln_muc,+49 89 5388 9922 | orientdatteln@gmail.com,Tariq Al-Mansour (Owner),Gourmet Medjool dates & stuffed nut gifts in Munich. Takes order via IG DMs.,High
98,Hamburg Nut & Dried Fruit Bazaar,Germany,Hamburg,https://maps.google.com/?q=Hamburg+Nut+Dried+Fruit+Bazaar,No website (Google Maps profile),FB: HamburgNutBazaar,+49 40 3252 7700 | hamburgnutbazaar@gmail.com,Kamel Ben-Ali (Owner),"Port city trader selling bulk almonds, walnuts & figs. No e-commerce site.",High
99,Cologne Orient Express Dry Fruits,Germany,Cologne (Köln),https://maps.google.com/?q=Cologne+Orient+Express+Dry+Fruits,Basic PDF catalog page,IG: @cologne_dryfruits,+49 221 257 3388 | colognefruits@gmail.com,Erol Demir (Owner),Serves NRW area with high quality oriental dried fruits. Needs automated web store.,Medium
100,Bavarian Bio Dried Fruit & Nut Manufactory,Germany,Nuremberg,https://maps.google.com/?q=Bavarian+Bio+Dried+Fruit+Nuremberg,Outdated Jimdo free site,FB: BavarianBioDriedFruit,+49 911 244 8833 | info@bavarianbiodriedfruit.de,Lukas Gruber (Founder),"Organic local dried apples, nuts & trail mixes. Jimdo site lacks custom branding & modern cart.",High
101,Sunnyland Farms,USA,"Albany, GA",https://maps.google.com/?q=Sunnyland+Farms+Albany+GA,"Outdated legacy cart, lacks interactive custom gift box builder",FB: SunnylandFarms / IG: @sunnylandfarms,+1 229-436-5647 | info@sunnylandfarms.com,Larry Willson (CEO),your current site is on a legacy checkout system that lacks an interactive custom gift tin builder and modern mobile UX for gourmet holiday gifting.,High
102,Pearson Farm,USA,"Fort Valley, GA",https://maps.google.com/?q=Pearson+Farm+Fort+Valley+GA,"Standard catalog, no dynamic bundle builder for pecans and dried fruits",FB: PearsonFarmGA / IG: @pearsonfarmga,+1 888-257-3624 | customerservice@pearsonfarm.com,Al Pearson (Partner),your online store lacks a luxury direct-to-consumer gifting interface for custom roasted pecan selections and corporate orders.,High
103,Chukar Cherries,USA,"Prosser, WA",https://maps.google.com/?q=Chukar+Cherries+Prosser+WA,"Heavy desktop-first layout, slow mobile navigation",IG: @chukarcherries / FB: ChukarCherries,+1 800-624-9544 | customerservice@chukar.com,Kathleen McNally (Founder),your mobile store loading speed and checkout flow could be substantially elevated with a modern Next.js storefront and streamlined gift box customization.,High
104,Bella Viva Orchards,USA,"Hughson, CA",https://maps.google.com/?q=Bella+Viva+Orchards+Hughson+CA,"Outdated BigCommerce template, missing custom sampler box creator",IG: @bellavivaorchards / FB: BellaVivaOrchards,+1 855-338-8482 | sales@bellaviva.com,Victor Martino (President),your vast selection of California dried apricots and heirloom nuts would drive higher cart values through an interactive 'build-a-box' bundle feature.,High
105,ApricotKing Orchards,USA,"Hollister, CA",https://maps.google.com/?q=ApricotKing+Orchards+Hollister+CA,"Basic outdated web design, non-responsive order forms",FB: ApricotKingOrchards,+1 831-637-4344 | apricotking@gmail.com,Gary Gonzales (Owner),your world-famous Blenheim dried apricots deserve an ultra-premium, modern luxury web presence instead of a basic legacy order form.
106,Berdoll Pecan Candy & Gift Co.,USA,"Cedar Creek, TX",https://maps.google.com/?q=Berdoll+Pecan+Cedar+Creek+TX,"Basic Shopify theme, lacks VIP corporate gifting portal",IG: @berdollpecans / FB: BerdollPecans,+1 512-321-6157 | info@berdoll.com,Jennifer Berdoll (General Manager),"your retail location and pecan vending machine draw huge foot traffic, but your online store lacks an immersive custom gift hamper experience.",High
107,San Saba River Pecan Company,USA,"San Saba, TX",https://maps.google.com/?q=San+Saba+River+Pecan+Company+TX,"Legacy Magento store, clunky multi-step checkout",FB: SanSabaRiverPecans,+1 800-832-9947 | info@sansabapecan.com,Brad Thompson (Manager),your award-winning pecan preserves and roasted nuts would benefit from a blazing fast modern storefront with instant Stripe one-click checkout.,High
108,Oliver Pecan Co.,USA,"San Saba, TX",https://maps.google.com/?q=Oliver+Pecan+Co+San+Saba+TX,"Standard catalog site, no interactive subscription or corporate portal",FB: OliverPecanCo,+1 800-657-9291 | orders@oliverpecan.com,Clinton Oliver (Owner),your family orchard has generations of trust, but the current website lacks modern visual storytelling and corporate gifting bundles.
109,Royalty Pecan Farms,USA,"Caldwell, TX",https://maps.google.com/?q=Royalty+Pecan+Farms+Caldwell+TX,"Outdated WordPress site, no dynamic gift box builder",IG: @royaltypecans / FB: RoyaltyPecanFarms,+1 979-567-3921 | info@royaltypecans.com,Andy Sherrod (Farm Manager),your beautiful farm tours and estate pecans deserve a cinematic, high-converting digital storefront with automated order management.
110,Durham Pecan Company,USA,"Comanche, TX",https://maps.google.com/?q=Durham+Pecan+Company+Comanche+TX,Informational wholesale site with no modern DTC cart,FB: DurhamPecan,+1 325-356-5274 | sales@durhampecan.com,Kenneth Durham (Owner),you are missing direct-to-consumer retail revenue by not having a dedicated, luxury retail storefront alongside your wholesale operations.
111,Ellis Bros. Pecans,USA,"Vienna, GA",https://maps.google.com/?q=Ellis+Bros+Pecans+Vienna+GA,Legacy e-commerce store with high mobile bounce rates,FB: EllisBrosPecans / IG: @ellisbrospecans,+1 800-635-0616 | info@werpecans.com,Slade Ellis (Co-Owner),your I-75 traveler destination has incredible customer brand love, but the web store UI feels dated and struggles on smartphones.
112,Atwell Pecans,USA,"Wrens, GA",https://maps.google.com/?q=Atwell+Pecans+Wrens+GA,"Basic web catalog, no automated gift basket customization",FB: AtwellPecans,+1 706-547-6574 | info@atwellpecans.com,Bob Atwell (President),your seasonal corporate gift tin sales are managed with outdated forms rather than a slick, interactive custom box builder.
113,Hudson Pecan Co.,USA,"Ocilla, GA",https://maps.google.com/?q=Hudson+Pecan+Co+Ocilla+GA,"Outdated WooCommerce store, lacks luxury aesthetic",FB: HudsonPecanCo / IG: @hudsonpecan,+1 229-468-9473 | info@hudsonpecan.com,Randy Hudson (Founder),your premium Georgia orchard nuts would command much higher pricing and margins with a bespoke luxury branding storefront.,High
114,South Georgia Pecan Company,USA,"Valdosta, GA",https://maps.google.com/?q=South+Georgia+Pecan+Company+Valdosta+GA,"Standard corporate store, missing modern DTC gift customization",FB: SouthGeorgiaPecan / IG: @southgeorgiapecan,+1 800-627-6654 | sales@georgiapecan.com,Jim Brock (Managing Director),your direct-to-consumer retail arm would see higher average order values with our turnkey custom nut box builder and coupon system.,High
115,Young Plantations,USA,"Florence, SC",https://maps.google.com/?q=Young+Plantations+Florence+SC,"Legacy catalog system, slow mobile checkout",FB: YoungPlantations,+1 800-729-6003 | customerservice@youngplantations.com,Travis Young (Owner),your famous holiday nut gift tins require a modern, frictionless mobile checkout experience to capture younger affluent shoppers.
116,Golden Kernel Pecan Co.,USA,"Cameron, SC",https://maps.google.com/?q=Golden+Kernel+Pecan+Cameron+SC,"Legacy HTML/PHP store, not mobile optimized",FB: GoldenKernelPecan,+1 800-845-2448 | info@goldenkernelpecan.com,Marion Summers (Manager),being South Carolina's oldest pecan company gives you immense prestige, but your online store is in need of modern responsive design.
117,Alamo Pecan & Coffee Co.,USA,"San Saba, TX",https://maps.google.com/?q=Alamo+Pecan+Coffee+Co+San+Saba+TX,"Outdated e-commerce template, lacks bundle builders",FB: AlamoPecan / IG: @alamopecan,+1 877-618-9089 | info@alamopecan.com,Dawn Blanek (Owner),pairing artisan coffee with roasted pecans is brilliant, but your site lacks dynamic cross-selling and luxury bundle customizers.
118,Stahmanns Pecans,USA,"Las Cruces, NM",https://maps.google.com/?q=Stahmanns+Pecans+Las+Cruces+NM,"Wholesale-centric site, missing high-margin DTC retail portal",FB: StahmannsPecans,+1 575-526-2453 | sales@stahmanns.com,Mark Stahmann (Executive),as one of the world's premier pecan estates, a dedicated luxury consumer storefront would allow you to capture substantial DTC retail profits.
119,Salopek Pecans,USA,"Las Cruces, NM",https://maps.google.com/?q=Salopek+Pecans+Las+Cruces+NM,"Basic WordPress storefront, lacks corporate portal",FB: SalopekPecans,+1 575-526-5867 | info@salopekpecans.com,John Salopek (Owner),your estate-grown Mesilla Valley pecans need a modern visual identity and automated corporate gifting portal for the holidays.,High
120,Fiddyment Farms,USA,"Lincoln, CA",https://maps.google.com/?q=Fiddyment+Farms+Lincoln+CA,"Traditional web store, lacks custom gift tin personalization",IG: @fiddymentfarms / FB: FiddymentFarms,+1 800-474-7822 | info@fiddymentfarms.com,David Fiddyment (Owner),your artisan California pistachios would thrive with a dedicated 'create your own pistachio gift pack' interactive feature.,High
121,Santa Barbara Pistachio Company,USA,"Maricopa, CA",https://maps.google.com/?q=Santa+Barbara+Pistachio+Company+Maricopa+CA,"Outdated website UI, lacks modern visual storytelling",IG: @sbpistachios / FB: SantaBarbaraPistachio,+1 800-896-1044 | info@pistachios.com,Josh Zannon (Operations Director),owning a prime domain like pistachios.com deserves a world-class luxury Next.js e-commerce storefront with seamless mobile checkout.,High
122,Heart of the Desert Pistachios & Wine,USA,"Alamogordo, NM",https://maps.google.com/?q=Heart+of+the+Desert+Alamogordo+NM,"Cluttered legacy shop layout, slow mobile navigation",FB: HeartoftheDesert / IG: @heartofthedesertnm,+1 800-432-0999 | info@heartofthedesert.com,George Schweers (Founder),your gourmet pistachios and dried fruit collections are buried under a cluttered store design that can be streamlined into a luxury shopping experience.,High
123,McGinn's PistachioLand,USA,"Alamogordo, NM",https://maps.google.com/?q=McGinns+PistachioLand+Alamogordo+NM,"Outdated tourist shop site, lacks streamlined online ordering",FB: PistachioLand / IG: @pistachioland_nm,+1 800-368-3081 | info@pistachioland.com,Tim McGinn (Owner),tourists love your roadside landmark, but your digital storefront needs an upgraded gift box builder so visitors re-order year-round.
124,Traina Dried Fruit,USA,"Patterson, CA",https://maps.google.com/?q=Traina+Dried+Fruit+Patterson+CA,"Corporate portal, lacks high-end consumer retail storefront",IG: @trainafoods / FB: TrainaFoods,+1 209-892-5472 | info@trainafoods.com,Willie Traina (CEO),your sun-dried California stone fruits and tomatoes are top tier, but direct consumer sales are limited by the absence of a modern luxury DTC store.
125,Valley Fig Growers,USA,"Fresno, CA",https://maps.google.com/?q=Valley+Fig+Growers+Fresno+CA,Informational brand site with fragmented retail purchase links,IG: @valleyfig / FB: ValleyFigGrowers,+1 559-237-3893 | info@valleyfig.com,Gary Jue (President),direct retail shoppers looking for California Mission & Smyrna figs are redirected across third parties instead of buying directly on a sleek brand portal.,High
126,Rancho Meladuco Date Farm,USA,"Thermal, CA",https://maps.google.com/?q=Rancho+Meladuco+Date+Farm+Thermal+CA,Shopify site with limited custom gift box assembly tools,IG: @ranchomeladuco / FB: RanchoMeladuco,+1 760-398-3283 | info@ranchomeladuco.com,Joan Smith (Founder),your cult-favorite Medjool dates would benefit immensely from an interactive custom gift tier builder for weddings and corporate clientele.,High
127,Oasis Date Gardens,USA,"Thermal, CA",https://maps.google.com/?q=Oasis+Date+Gardens+Thermal+CA,"Outdated site architecture, lacks modern subscription commerce",FB: OasisDateGardens,+1 760-399-5151 | contact@oasisdate.com,Mark Tadros (President),your historic 175-acre organic date grove has incredible heritage, but the online ordering experience does not reflect the luxury quality of your dates.
128,Shields Date Garden,USA,"Indio, CA",https://maps.google.com/?q=Shields+Date+Garden+Indio+CA,"Outdated legacy cart, missing personalized gifting bundles",IG: @shieldsdategarden / FB: ShieldsDateGarden,+1 760-347-0996 | info@shieldsdategarden.com,Patrick Bilton (General Manager),your 100-year Coachella Valley date legacy attracts thousands of visitors, but your web store is missing out on nationwide recurring subscription boxes.
129,Woodspur Farms,USA,"Coachella, CA",https://maps.google.com/?q=Woodspur+Farms+Coachella+CA,"Wholesale supplier portal, no standalone consumer gift store",LinkedIn: Woodspur Farms,+1 760-398-9430 | info@woodspurfarms.com,Scott Vance (Sales Director),as the largest organic date grower in North America, launching a branded luxury DTC storefront would unlock massive retail margins.
130,Date People,USA,"Niland, CA",https://maps.google.com/?q=Date+People+Niland+CA,"Text-only legacy HTML website, manual mail-in orders",FB: DatePeople,+1 760-359-3211 | info@datepeople.net,Vivian Parker (Co-Founder),your rare heirloom varieties have passionate demand, but requiring customers to mail in checks or call by phone costs you significant modern orders.
131,Flying Disc Ranch,USA,"Thermal, CA",https://maps.google.com/?q=Flying+Disc+Ranch+Thermal+CA,"Basic informational site, relies on farmers market sales",IG: @flyingdiscranch / FB: FlyingDiscRanch,+1 760-399-5982 | flyingdiscranch@gmail.com,Robert Sakovich (Owner),your biodynamic Barhi dates are legendary in California, but customers outside your local farmers markets have no smooth way to order online.
132,Sam Cobb Date Farms,USA,"Desert Hot Springs, CA",https://maps.google.com/?q=Sam+Cobb+Date+Farms+Desert+Hot+Springs+CA,"Basic Squarespace site, lacks automated bulk gifting discounts",IG: @samcobbdatefarms / FB: SamCobbDateFarms,+1 760-861-1664 | samcobbdatefarm@gmail.com,Sam Cobb (Founder),your unique Black Gold dates have great press coverage, but your online store lacks a polished luxury aesthetic and automated discount tiering.
133,Imperial Date Gardens,USA,"Winterhaven, CA",https://maps.google.com/?q=Imperial+Date+Gardens+Winterhaven+CA,"Legacy order form, lacking mobile checkout and coupon system",FB: ImperialDateGardens,+1 760-572-0277 | info@imperialdategardens.com,Isabel Perez (Manager),your Bard Valley Medjool dates are top export grade, but your website checkout is clunky on mobile devices and lacks coupon functionality.
134,Jewel Date Company,USA,"Thermal, CA",https://maps.google.com/?q=Jewel+Date+Company+Thermal+CA,"B2B industrial catalog, missing turnkey consumer storefront",FB: JewelDateCo,+1 760-399-5401 | info@jeweldate.com,David Smith (VP Operations),your premium organic packaged date products could easily launch a lucrative direct-to-consumer store with our ready-to-deploy turnkey platform.,High
135,Bautista Family Organic Date Ranch,USA,"Mecca, CA",https://maps.google.com/?q=Bautista+Family+Organic+Date+Ranch+Mecca+CA,"Basic Shopify storefront, lacks interactive gift box customizer",IG: @bautistafamilydates / FB: BautistaFamilyDates,+1 760-396-2337 | bautistafamilydates@gmail.com,Alicia Bautista (Manager),your 100% organic date varieties are in high demand at LA farmers markets, but your web store lacks custom variety mix-and-match features.
136,Sun Date,USA,"Coachella, CA",https://maps.google.com/?q=Sun+Date+Coachella+CA,Corporate portal without direct e-commerce shopping,LinkedIn: Sun Date Coachella,+1 760-398-6123 | sales@sundate.com,DJ Ryan (Sales Manager),packaging hundreds of tons of California dates without a flagship direct-to-consumer gourmet gifting storefront leaves major retail revenue on the table.,High
137,Pecan Nation,USA,"Fort Valley, GA",https://maps.google.com/?q=Pecan+Nation+Fort+Valley+GA,"Modern snack packaging, but web store lacks corporate gift features",IG: @thepecannation / FB: ThePecanNation,+1 478-825-7781 | info@thepecannation.com,Will McGehee (Partner),your healthy snack pecan pouches have great retail placement, but your website is missing corporate holiday bundle builders and automated tier discounts.
138,Carolina Nut Co.,USA,"Henderson, NC",https://maps.google.com/?q=Carolina+Nut+Co+Henderson+NC,"Outdated Magento store, sluggish mobile navigation",FB: CarolinaNutCo / IG: @carolinanutco,+1 800-664-6887 | info@carolinanut.com,Kevin Liles (President),your gourmet flavored nuts have an avid following, but your current Magento store checkout has high friction on mobile screens.
139,The Peanut Roaster,USA,"Henderson, NC",https://maps.google.com/?q=The+Peanut+Roaster+Henderson+NC,"Legacy web storefront, lacks interactive custom tin builder",FB: PeanutRoaster,+1 800-443-6887 | customerservice@peanut.com,David Long (Owner),your chocolate covered nuts and gift tins are iconic, but your web store lacks an interactive custom tin builder for holiday gift shoppers.
140,Virginia Diner,USA,"Wakefield, VA",https://maps.google.com/?q=Virginia+Diner+Wakefield+VA,"Traditional catalog e-commerce, lacks luxury modern feel",FB: VirginiaDiner / IG: @thevirginiadiner,+1 888-482-6887 | info@vadiner.com,Andrew Critzer (President),your legendary gourmet peanut brand could capture high-end corporate clients with an elevated, luxury-styled digital storefront.
141,Whitley's Peanut Factory,USA,"Gloucester, VA",https://maps.google.com/?q=Whitleys+Peanut+Factory+Gloucester+VA,"Outdated web catalog, lacks dynamic bundle creator",FB: WhitleysPeanutFactory / IG: @whitleyspeanut,+1 800-470-2244 | customer.service@whitleyspeanut.com,Todd Whitley (General Manager),your hand-cooked Virginia peanuts and gift tins deserve an ultra-responsive Next.js store with modern typography and effortless Stripe checkout.,High
142,Hubs Peanuts (Hubbard Peanut Co.),USA,"Sedley, VA",https://maps.google.com/?q=Hubbard+Peanut+Co+Sedley+VA,"Standard store, lacking custom gift box assembly tool",IG: @hubs_peanuts / FB: HubsPeanuts,+1 800-889-7688 | info@hubspeanuts.com,Marshall Rabil (Director of Sales),as the original pioneer of salted Virginia peanuts, your site could drive much higher holiday revenue with our interactive custom gift box builder.
143,Bazzini Nuts,USA,"Allentown, PA",https://maps.google.com/?q=Bazzini+Nuts+Allentown+PA,"Legacy web store, lack of modern mobile responsiveness",FB: BazziniNuts / IG: @bazzininuts,+1 800-228-0172 | info@bazzininuts.com,Rocco Damato (President),founded in 1886, your heritage brand should be presented with luxury Cormorant Garamond typography and a sleek mobile-first user experience.
144,Argires Snacks,USA,"Alsip, IL",https://maps.google.com/?q=Argires+Snacks+Alsip+IL,"Outdated BigCommerce template, missing custom sampler box creator",FB: ArgiresSnacks / IG: @argiressnacks,+1 708-371-6150 | info@argires-snacks.com,George Argires (Owner),your freshly roasted bulk nuts and dried fruits would benefit from automated volume tier discounts and a streamlined subscription cart.,High
145,Mister Snacks,USA,"Amherst, NY",https://maps.google.com/?q=Mister+Snacks+Amherst+NY,"Basic product catalog, lacks modern consumer e-commerce cart",FB: MisterSnacks,+1 800-333-6393 | info@mistersnacks.com,John Hamberger (President),your healthy dried fruit and nut snack mixes are great for offices and gym-goers, but your online store lacks a modern recurring subscription engine.
146,Superior Nut Company,USA,"Cambridge, MA",https://maps.google.com/?q=Superior+Nut+Company+Cambridge+MA,"Outdated legacy platform, slow navigation",FB: SuperiorNutStore,+1 617-876-4668 | info@superiornutstore.com,Paul Cranshaw (Store Director),your historic Boston roastery offers hundreds of delicious nuts and dried fruits, but your web store platform feels slow and dated on smartphones.
147,Fastachi,USA,"Watertown, MA",https://maps.google.com/?q=Fastachi+Watertown+MA,"Outdated Shopify layout, lacks interactive corporate box builder",IG: @fastachinuts / FB: Fastachi,+1 617-924-8787 | service@fastachi.com,Souren Etyemezian (Founder),your artisan roasted nuts and luxury chocolate fruit mixes are incredible, but your web checkout lacks interactive custom gift box personalization.
148,Ferris Coffee & Nut Co.,USA,"Grand Rapids, MI",https://maps.google.com/?q=Ferris+Coffee+Nut+Co+Grand+Rapids+MI,"Separate coffee and nut systems, clunky bundle purchase",IG: @ferriscoffee / FB: FerrisCoffee,+1 616-459-6257 | info@ferriscoffee.com,John Ferris (Owner),your roasted nuts and dried fruit trail mixes deserve a dedicated luxury storefront that makes pairing coffee and snacks effortless for corporate gifts.,High
149,Koeze Company,USA,"Grand Rapids, MI",https://maps.google.com/?q=Koeze+Company+Grand+Rapids+MI,"Traditional catalog site, lacks interactive sampler builder",FB: KoezeCompany / IG: @koezecompany,+1 800-627-6689 | info@koeze.com,Jeff Koeze (President),your famous colossal cashews and vintage glass jars are a holiday staple, but your online ordering flow lacks a modern custom gift basket creator.
150,Germack Pistachio Company,USA,"Detroit, MI",https://maps.google.com/?q=Germack+Pistachio+Company+Detroit+MI,"Legacy platform, missing custom nut mix builder",IG: @germackco / FB: GermackPistachio,+1 313-566-0062 | contactus@germack.com,Frank Germack (President),roasting in Detroit's Eastern Market since 1924 gives you a legendary story, but your digital storefront needs modern speed and interactive gifting tools.
151,Trophy Nut Company,USA,"Tipp City, OH",https://maps.google.com/?q=Trophy+Nut+Company+Tipp+City+OH,Legacy wholesale site with basic retail catalog,FB: TrophyNutCompany,+1 937-667-8478 | info@trophynut.com,Dave Monnin (Operations VP),your holiday gift tins and roasted snack lines would see rapid direct consumer growth through an ultra-fast Next.js digital storefront.,High
152,Nutbox,USA,"New York, NY",https://maps.google.com/?q=Nutbox+New+York+NY,"Basic Shopify store, missing custom gift crate builder",IG: @nutboxusa / FB: NutboxUSA,+1 212-925-5460 | info@nutbox.com,Yaniv Cohen (Co-Founder),your Manhattan retail locations are beautifully designed, but your online store lacks that same luxury high-end feel and custom box builder.
153,Sahadi's,USA,"Brooklyn, NY",https://maps.google.com/?q=Sahadis+Brooklyn+NY,"Complex multi-department catalog, slow nut/dry fruit ordering",IG: @sahadis / FB: SahadisBrooklyn,+1 718-624-4550 | info@sahadis.com,Christine Sahadi Whelan (Owner),your freshly roasted Lebanese nuts and dried fruits are iconic across NY, but ordering custom gift boxes online requires navigating a crowded general catalog.
154,Kalustyan's,USA,"New York, NY",https://maps.google.com/?q=Kalustyans+New+York+NY,"Legacy web store layout, missing mobile optimization",IG: @kalustyans / FB: Kalustyans,+1 212-685-3451 | info@foodsofnations.com,Aziz Osmani (General Manager),you have the greatest selection of dried fruits, dates and nuts in America
155,Nouri Brothers,USA,"Paterson, NJ",https://maps.google.com/?q=Nouri+Brothers+Paterson+NJ,"Outdated website, reliance on walk-in traffic",FB: NouriBrothersSupermarket,+1 973-279-2363 | info@nouribrothers.com,Bassam Nouri (Partner),your fresh roastery and imported Mediterranean dates have huge regional fame, but customers outside NJ cannot easily order custom gift packages online.
156,Fattal's Syrian Market,USA,"Paterson, NJ",https://maps.google.com/?q=Fattals+Market+Paterson+NJ,"Informational site only, no live e-commerce cart",FB: FattalMarket / IG: @fattalmarket,+1 973-742-7125 | info@fattalmarket.com,George Fattal (Manager),you roast the best pumpkin seeds, pistachios and Syrian delicacies in the area
157,Hashem Nuts & Roastery,USA,"Dearborn, MI",https://maps.google.com/?q=Hashem+Nuts+Roastery+Dearborn+MI,"Basic online catalog, lacks interactive gift box builder",IG: @hashemnuts / FB: HashemNuts,+1 313-581-3212 | info@hashem.com,Mohammad Hashem (Owner),your authentic Levantine roasted nut blends and dried fruits deserve an ultra-luxurious storefront that lets buyers assemble custom gift tins.,High
